AETIZKQNUSBLB,31,male,Yes,NotHispanicorLatino,White;,
A3C3Q963MQDPGT,43,male,Yes,HispanicorLatino,White;,Interestingstudy!Thankyouforlettingmeparticipate!
A2PTABUVOUYAH5,39,male,Yes,HispanicorLatino,White;,
A37EV8RZ82WT8E,30,female,Yes,HispanicorLatino,BlackorAfricanAmerican;White;,
A26LOVXF4QZZCO,49,male,Yes,NotHispanicorLatino,White;,
AUZNL6ARA1UEC,55,male,Yes,NotHispanicorLatino,White;,
AXPZAP62ZYWP8,33,male,Yes,NotHispanicorLatino,White;,
A2PUL3ZDXOW0VZ,36,male,Yes,NotHispanicorLatino,White;,
A18G2CLYSTENK,36,male,Yes,NotHispanicorLatino,White;,N/A
A23KAJRDVCVGOE,33,male,Yes,NotHispanicorLatino,White;,Nicestudy!
A5P12YJP805RG,58,male,Yes,NotHispanicorLatino,White;,
A2G43KS55YGYQE,32,male,Yes,NotHispanicorLatino,White;,
AU849EHZNGV2Z,34,male,Yes,NotHispanicorLatino,White;,
A1T6QVMIXF74FF,34,male,Yes,NotHispanicorLatino,White;,Wasapleasuretoparticipatethankyouforhavingme!
A2Q0JW4UWC2SKT,42,male,Yes,NotHispanicorLatino,White;,
A3LRSX7ECYPSF4,37,male,Yes,NotHispanicorLatino,White;,
A016079037TD5GXCNYBPH,63,male,Yes,NotHispanicorLatino,White;,
A3FKXJVH0K2E3E,26,male,Yes,NotHispanicorLatino,White;,none
AETIZKQNUSBLB,59,male,Yes,NotHispanicorLatino,White;,
A37EV8RZ82WT8E,51,male,Yes,NotHispanicorLatino,White;,Ididn'tdoaswellinthesecondroundasIhadinthefirst.Ithinkitwasbecausemymemoryandfocushadbeensomewhatoverloadedbythatpointintheexperiment.
A21Q7FCKM86VL8,35,male,Yes,NotHispanicorLatino,White;,N/A.
A1YVMDRR9W1LZ1,54,male,Yes,NotHispanicorLatino,White;,
A016079037TD5GXCNYBPH,29,male,Yes,NotHispanicorLatino,White;,Thanksforlettingmeparticipate!
A2J51BI7XS5ZYU,32,male,Yes,NotHispanicorLatino,White;,Almostfine
A18G2CLYSTENK,49,male,Yes,NotHispanicorLatino,White;,
A2INXY39KBM92F,68,male,Yes,NotHispanicorLatino,White;,
A5P12YJP805RG,55,male,Yes,NotHispanicorLatino,White;,
AIEKCWYZTS41V,37,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,Wasfun.
A3N0QZ9ZKUCTCQ,32,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,n/a
A3FKXJVH0K2E3E,30,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,
A2PQDK3MLDFXYM,47,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,Ihavenocomments.
A21Q7FCKM86VL8,31,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,
A195MOXRMNHRVT,26,male,Yes,NotHispanicorLatino,Asian;,
A1YVMDRR9W1LZ1,43,male,Yes,NotHispanicorLatino,Asian;,
A358YR7MWC6LRH,38,female,Yes,NotHispanicorLatino,White;,Youmightwanttoputthatpeopleshouldusethearrowkeysandnotclickthearrows.Imistakenlydidthatthefirstcoupletimes.
A3MYPYBVHX7FQ2,27,female,Yes,NotHispanicorLatino,White;,Thanksfortheopportunitytotakepartinyourstudy!Bestwishestoallthoseinvolved.
A3MNL6RIME0845,25,female,Yes,NotHispanicorLatino,White;,Thanks
A1Q56N80RJLQ7S,45,female,Yes,NotHispanicorLatino,White;,HarderthanIthought!Thanks!
AU849EHZNGV2Z,30,female,Yes,NotHispanicorLatino,White;,
A1SK77UV16VAHF,48,female,Yes,NotHispanicorLatino,White;,Ienjoyedtakingpart.
A2PQDK3MLDFXYM,37,female,Yes,NotHispanicorLatino,White;,
A267AK93EY4TMC,60,female,Yes,NotHispanicorLatino,White;,
AIEKCWYZTS41V,63,female,Yes,NotHispanicorLatino,White;,
A2O2Q0LVWOWJ1G,48,female,Yes,NotHispanicorLatino,White;,
A2INXY39KBM92F,36,female,Yes,NotHispanicorLatino,White;,thankyou
A2WBGRTWOXDE6M,37,female,Yes,NotHispanicorLatino,White;,
A1Q56N80RJLQ7S,62,female,Yes,NotHispanicorLatino,White;,Didn'tseemtoworkwellinthefirstphase
ASCS0QEE54PUI,24,female,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,
A1EN3FW93BSXQQ,25,female,Yes,NotHispanicorLatino,Asian;,
A1SK77UV16VAHF,28,female,Yes,NotHispanicorLatino,Asian;,
,,,,,,
,,,,,,
,40.44,33 male,,,39 white,
,11.97303092,17 female,,,7 blakc,
,,,,,4 asian,AETIZKQNUSBLB,31,male,Yes,NotHispanicorLatino,White;,
A26LOVXF4QZZCO,49,male,Yes,NotHispanicorLatino,White;,
AIEKCWYZTS41V,37,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,Wasfun.
AUZNL6ARA1UEC,55,male,Yes,NotHispanicorLatino,White;,
ASCS0QEE54PUI,24,female,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,
A358YR7MWC6LRH,38,female,Yes,NotHispanicorLatino,White;,Youmightwanttoputthatpeopleshouldusethearrowkeysandnotclickthearrows.Imistakenlydidthatthefirstcoupletimes.
AXPZAP62ZYWP8,33,male,Yes,NotHispanicorLatino,White;,
A2PUL3ZDXOW0VZ,36,male,Yes,NotHispanicorLatino,White;,
A195MOXRMNHRVT,26,male,Yes,NotHispanicorLatino,Asian;,
A3MYPYBVHX7FQ2,27,female,Yes,NotHispanicorLatino,White;,Thanksfortheopportunitytotakepartinyourstudy!Bestwishestoallthoseinvolved.
A18G2CLYSTENK,36,male,Yes,NotHispanicorLatino,White;,N/A
A3MNL6RIME0845,25,female,Yes,NotHispanicorLatino,White;,Thanks
A1EN3FW93BSXQQ,25,female,Yes,NotHispanicorLatino,Asian;,
A23KAJRDVCVGOE,33,male,Yes,NotHispanicorLatino,White;,Nicestudy!
A1Q56N80RJLQ7S,45,female,Yes,NotHispanicorLatino,White;,HarderthanIthought!Thanks!
A3N0QZ9ZKUCTCQ,32,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,n/a
AU849EHZNGV2Z,30,female,Yes,NotHispanicorLatino,White;,
A5P12YJP805RG,58,male,Yes,NotHispanicorLatino,White;,
A1SK77UV16VAHF,48,female,Yes,NotHispanicorLatino,White;,Ienjoyedtakingpart.
A2G43KS55YGYQE,32,male,Yes,NotHispanicorLatino,White;,
A3FKXJVH0K2E3E,30,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,
A2PQDK3MLDFXYM,47,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,Ihavenocomments.
A3C3Q963MQDPGT,43,male,Yes,HispanicorLatino,White;,Interestingstudy!Thankyouforlettingmeparticipate!
AU849EHZNGV2Z,34,male,Yes,NotHispanicorLatino,White;,
A1T6QVMIXF74FF,34,male,Yes,NotHispanicorLatino,White;,Wasapleasuretoparticipatethankyouforhavingme!
A2Q0JW4UWC2SKT,42,male,Yes,NotHispanicorLatino,White;,
A1YVMDRR9W1LZ1,43,male,Yes,NotHispanicorLatino,Asian;,
A3LRSX7ECYPSF4,37,male,Yes,NotHispanicorLatino,White;,
A016079037TD5GXCNYBPH,63,male,Yes,NotHispanicorLatino,White;,
A2PQDK3MLDFXYM,37,female,Yes,NotHispanicorLatino,White;,
A3FKXJVH0K2E3E,26,male,Yes,NotHispanicorLatino,White;,none
AETIZKQNUSBLB,59,male,Yes,NotHispanicorLatino,White;,
A267AK93EY4TMC,60,female,Yes,NotHispanicorLatino,White;,
A37EV8RZ82WT8E,51,male,Yes,NotHispanicorLatino,White;,Ididn'tdoaswellinthesecondroundasIhadinthefirst.Ithinkitwasbecausemymemoryandfocushadbeensomewhatoverloadedbythatpointintheexperiment.
A1SK77UV16VAHF,28,female,Yes,NotHispanicorLatino,Asian;,
AIEKCWYZTS41V,63,female,Yes,NotHispanicorLatino,White;,
A21Q7FCKM86VL8,31,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,
A2O2Q0LVWOWJ1G,48,female,Yes,NotHispanicorLatino,White;,
A2INXY39KBM92F,36,female,Yes,NotHispanicorLatino,White;,thankyou
A37EV8RZ82WT8E,30,female,Yes,HispanicorLatino,BlackorAfricanAmerican;White;,
A2PTABUVOUYAH5,39,male,Yes,HispanicorLatino,White;,
A21Q7FCKM86VL8,35,male,Yes,NotHispanicorLatino,White;,N/A.
A1YVMDRR9W1LZ1,54,male,Yes,NotHispanicorLatino,White;,
A016079037TD5GXCNYBPH,29,male,Yes,NotHispanicorLatino,White;,Thanksforlettingmeparticipate!
A2J51BI7XS5ZYU,32,male,Yes,NotHispanicorLatino,White;,Almostfine
A18G2CLYSTENK,49,male,Yes,NotHispanicorLatino,White;,
A2INXY39KBM92F,68,male,Yes,NotHispanicorLatino,White;,
A2WBGRTWOXDE6M,37,female,Yes,NotHispanicorLatino,White;,
A5P12YJP805RG,55,male,Yes,NotHispanicorLatino,White;,
A1Q56N80RJLQ7S,62,female,Yes,NotHispanicorLatino,White;,Didn'tseemtoworkwellinthefirstphase
AETIZKQNUSBLB,31,male,Yes,NotHispanicorLatino,White;,
A26LOVXF4QZZCO,49,male,Yes,NotHispanicorLatino,White;,
AIEKCWYZTS41V,37,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,Wasfun.
AUZNL6ARA1UEC,55,male,Yes,NotHispanicorLatino,White;,
ASCS0QEE54PUI,24,female,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,
A358YR7MWC6LRH,38,female,Yes,NotHispanicorLatino,White;,Youmightwanttoputthatpeopleshouldusethearrowkeysandnotclickthearrows.Imistakenlydidthatthefirstcoupletimes.
AXPZAP62ZYWP8,33,male,Yes,NotHispanicorLatino,White;,
A2PUL3ZDXOW0VZ,36,male,Yes,NotHispanicorLatino,White;,
A195MOXRMNHRVT,26,male,Yes,NotHispanicorLatino,Asian;,
A3MYPYBVHX7FQ2,27,female,Yes,NotHispanicorLatino,White;,Thanksfortheopportunitytotakepartinyourstudy!Bestwishestoallthoseinvolved.
A18G2CLYSTENK,36,male,Yes,NotHispanicorLatino,White;,N/A
A3MNL6RIME0845,25,female,Yes,NotHispanicorLatino,White;,Thanks
A1EN3FW93BSXQQ,25,female,Yes,NotHispanicorLatino,Asian;,
A23KAJRDVCVGOE,33,male,Yes,NotHispanicorLatino,White;,Nicestudy!
A1Q56N80RJLQ7S,45,female,Yes,NotHispanicorLatino,White;,HarderthanIthought!Thanks!
A3N0QZ9ZKUCTCQ,32,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,n/a
AU849EHZNGV2Z,30,female,Yes,NotHispanicorLatino,White;,
A5P12YJP805RG,58,male,Yes,NotHispanicorLatino,White;,
A1SK77UV16VAHF,48,female,Yes,NotHispanicorLatino,White;,Ienjoyedtakingpart.
A2G43KS55YGYQE,32,male,Yes,NotHispanicorLatino,White;,
A3FKXJVH0K2E3E,30,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,
A2PQDK3MLDFXYM,47,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,Ihavenocomments.
A3C3Q963MQDPGT,43,male,Yes,HispanicorLatino,White;,Interestingstudy!Thankyouforlettingmeparticipate!
AU849EHZNGV2Z,34,male,Yes,NotHispanicorLatino,White;,
A1T6QVMIXF74FF,34,male,Yes,NotHispanicorLatino,White;,Wasapleasuretoparticipatethankyouforhavingme!
A2Q0JW4UWC2SKT,42,male,Yes,NotHispanicorLatino,White;,
A1YVMDRR9W1LZ1,43,male,Yes,NotHispanicorLatino,Asian;,
A3LRSX7ECYPSF4,37,male,Yes,NotHispanicorLatino,White;,
A016079037TD5GXCNYBPH,63,male,Yes,NotHispanicorLatino,White;,
A2PQDK3MLDFXYM,37,female,Yes,NotHispanicorLatino,White;,
A3FKXJVH0K2E3E,26,male,Yes,NotHispanicorLatino,White;,none
AETIZKQNUSBLB,59,male,Yes,NotHispanicorLatino,White;,
A267AK93EY4TMC,60,female,Yes,NotHispanicorLatino,White;,
A37EV8RZ82WT8E,51,male,Yes,NotHispanicorLatino,White;,Ididn'tdoaswellinthesecondroundasIhadinthefirst.Ithinkitwasbecausemymemoryandfocushadbeensomewhatoverloadedbythatpointintheexperiment.
A1SK77UV16VAHF,28,female,Yes,NotHispanicorLatino,Asian;,
AIEKCWYZTS41V,63,female,Yes,NotHispanicorLatino,White;,
A21Q7FCKM86VL8,31,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,
A2O2Q0LVWOWJ1G,48,female,Yes,NotHispanicorLatino,White;,
A2INXY39KBM92F,36,female,Yes,NotHispanicorLatino,White;,thankyou
A37EV8RZ82WT8E,30,female,Yes,HispanicorLatino,BlackorAfricanAmerican;White;,
A2PTABUVOUYAH5,39,male,Yes,HispanicorLatino,White;,
A21Q7FCKM86VL8,35,male,Yes,NotHispanicorLatino,White;,N/A.
A1YVMDRR9W1LZ1,54,male,Yes,NotHispanicorLatino,White;,
A016079037TD5GXCNYBPH,29,male,Yes,NotHispanicorLatino,White;,Thanksforlettingmeparticipate!
A2J51BI7XS5ZYU,32,male,Yes,NotHispanicorLatino,White;,Almostfine
A18G2CLYSTENK,49,male,Yes,NotHispanicorLatino,White;,
A2INXY39KBM92F,68,male,Yes,NotHispanicorLatino,White;,
A2WBGRTWOXDE6M,37,female,Yes,NotHispanicorLatino,White;,
A5P12YJP805RG,55,male,Yes,NotHispanicorLatino,White;,
A1Q56N80RJLQ7S,62,female,Yes,NotHispanicorLatino,White;,Didn'tseemtoworkwellinthefirstphase
AETIZKQNUSBLB,31,male,Yes,NotHispanicorLatino,White;,
A26LOVXF4QZZCO,49,male,Yes,NotHispanicorLatino,White;,
AIEKCWYZTS41V,37,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,Wasfun.
AUZNL6ARA1UEC,55,male,Yes,NotHispanicorLatino,White;,
ASCS0QEE54PUI,24,female,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,
A358YR7MWC6LRH,38,female,Yes,NotHispanicorLatino,White;,Youmightwanttoputthatpeopleshouldusethearrowkeysandnotclickthearrows.Imistakenlydidthatthefirstcoupletimes.
AXPZAP62ZYWP8,33,male,Yes,NotHispanicorLatino,White;,
A2PUL3ZDXOW0VZ,36,male,Yes,NotHispanicorLatino,White;,
A195MOXRMNHRVT,26,male,Yes,NotHispanicorLatino,Asian;,
A3MYPYBVHX7FQ2,27,female,Yes,NotHispanicorLatino,White;,Thanksfortheopportunitytotakepartinyourstudy!Bestwishestoallthoseinvolved.
A18G2CLYSTENK,36,male,Yes,NotHispanicorLatino,White;,N/A
A3MNL6RIME0845,25,female,Yes,NotHispanicorLatino,White;,Thanks
A1EN3FW93BSXQQ,25,female,Yes,NotHispanicorLatino,Asian;,
A23KAJRDVCVGOE,33,male,Yes,NotHispanicorLatino,White;,Nicestudy!
A1Q56N80RJLQ7S,45,female,Yes,NotHispanicorLatino,White;,HarderthanIthought!Thanks!
A3N0QZ9ZKUCTCQ,32,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,n/a
AU849EHZNGV2Z,30,female,Yes,NotHispanicorLatino,White;,
A5P12YJP805RG,58,male,Yes,NotHispanicorLatino,White;,
A1SK77UV16VAHF,48,female,Yes,NotHispanicorLatino,White;,Ienjoyedtakingpart.
A2G43KS55YGYQE,32,male,Yes,NotHispanicorLatino,White;,
A3FKXJVH0K2E3E,30,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,
A2PQDK3MLDFXYM,47,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,Ihavenocomments.
A3C3Q963MQDPGT,43,male,Yes,HispanicorLatino,White;,Interestingstudy!Thankyouforlettingmeparticipate!
AU849EHZNGV2Z,34,male,Yes,NotHispanicorLatino,White;,
A1T6QVMIXF74FF,34,male,Yes,NotHispanicorLatino,White;,Wasapleasuretoparticipatethankyouforhavingme!
A2Q0JW4UWC2SKT,42,male,Yes,NotHispanicorLatino,White;,
A1YVMDRR9W1LZ1,43,male,Yes,NotHispanicorLatino,Asian;,
A3LRSX7ECYPSF4,37,male,Yes,NotHispanicorLatino,White;,
A016079037TD5GXCNYBPH,63,male,Yes,NotHispanicorLatino,White;,
A2PQDK3MLDFXYM,37,female,Yes,NotHispanicorLatino,White;,
A3FKXJVH0K2E3E,26,male,Yes,NotHispanicorLatino,White;,none
AETIZKQNUSBLB,59,male,Yes,NotHispanicorLatino,White;,
A267AK93EY4TMC,60,female,Yes,NotHispanicorLatino,White;,
A37EV8RZ82WT8E,51,male,Yes,NotHispanicorLatino,White;,Ididn'tdoaswellinthesecondroundasIhadinthefirst.Ithinkitwasbecausemymemoryandfocushadbeensomewhatoverloadedbythatpointintheexperiment.
A1SK77UV16VAHF,28,female,Yes,NotHispanicorLatino,Asian;,
AIEKCWYZTS41V,63,female,Yes,NotHispanicorLatino,White;,
A21Q7FCKM86VL8,31,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,
A2O2Q0LVWOWJ1G,48,female,Yes,NotHispanicorLatino,White;,
A2INXY39KBM92F,36,female,Yes,NotHispanicorLatino,White;,thankyou
A37EV8RZ82WT8E,30,female,Yes,HispanicorLatino,BlackorAfricanAmerican;White;,
A2PTABUVOUYAH5,39,male,Yes,HispanicorLatino,White;,
A21Q7FCKM86VL8,35,male,Yes,NotHispanicorLatino,White;,N/A.
A1YVMDRR9W1LZ1,54,male,Yes,NotHispanicorLatino,White;,
A016079037TD5GXCNYBPH,29,male,Yes,NotHispanicorLatino,White;,Thanksforlettingmeparticipate!
A2J51BI7XS5ZYU,32,male,Yes,NotHispanicorLatino,White;,Almostfine
A18G2CLYSTENK,49,male,Yes,NotHispanicorLatino,White;,
A2INXY39KBM92F,68,male,Yes,NotHispanicorLatino,White;,
A2WBGRTWOXDE6M,37,female,Yes,NotHispanicorLatino,White;,
A5P12YJP805RG,55,male,Yes,NotHispanicorLatino,White;,
A1Q56N80RJLQ7S,62,female,Yes,NotHispanicorLatino,White;,Didn'tseemtoworkwellinthefirstphase
AETIZKQNUSBLB,31,male,Yes,NotHispanicorLatino,White;,
A26LOVXF4QZZCO,49,male,Yes,NotHispanicorLatino,White;,
AIEKCWYZTS41V,37,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,Wasfun.
AUZNL6ARA1UEC,55,male,Yes,NotHispanicorLatino,White;,
ASCS0QEE54PUI,24,female,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,
A358YR7MWC6LRH,38,female,Yes,NotHispanicorLatino,White;,Youmightwanttoputthatpeopleshouldusethearrowkeysandnotclickthearrows.Imistakenlydidthatthefirstcoupletimes.
AXPZAP62ZYWP8,33,male,Yes,NotHispanicorLatino,White;,
A2PUL3ZDXOW0VZ,36,male,Yes,NotHispanicorLatino,White;,
A195MOXRMNHRVT,26,male,Yes,NotHispanicorLatino,Asian;,
A3MYPYBVHX7FQ2,27,female,Yes,NotHispanicorLatino,White;,Thanksfortheopportunitytotakepartinyourstudy!Bestwishestoallthoseinvolved.
A18G2CLYSTENK,36,male,Yes,NotHispanicorLatino,White;,N/A
A3MNL6RIME0845,25,female,Yes,NotHispanicorLatino,White;,Thanks
A1EN3FW93BSXQQ,25,female,Yes,NotHispanicorLatino,Asian;,
A23KAJRDVCVGOE,33,male,Yes,NotHispanicorLatino,White;,Nicestudy!
A1Q56N80RJLQ7S,45,female,Yes,NotHispanicorLatino,White;,HarderthanIthought!Thanks!
A3N0QZ9ZKUCTCQ,32,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,n/a
AU849EHZNGV2Z,30,female,Yes,NotHispanicorLatino,White;,
A5P12YJP805RG,58,male,Yes,NotHispanicorLatino,White;,
A1SK77UV16VAHF,48,female,Yes,NotHispanicorLatino,White;,Ienjoyedtakingpart.
A2G43KS55YGYQE,32,male,Yes,NotHispanicorLatino,White;,
A3FKXJVH0K2E3E,30,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,
A2PQDK3MLDFXYM,47,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,Ihavenocomments.
A3C3Q963MQDPGT,43,male,Yes,HispanicorLatino,White;,Interestingstudy!Thankyouforlettingmeparticipate!
AU849EHZNGV2Z,34,male,Yes,NotHispanicorLatino,White;,
A1T6QVMIXF74FF,34,male,Yes,NotHispanicorLatino,White;,Wasapleasuretoparticipatethankyouforhavingme!
A2Q0JW4UWC2SKT,42,male,Yes,NotHispanicorLatino,White;,
A1YVMDRR9W1LZ1,43,male,Yes,NotHispanicorLatino,Asian;,
A3LRSX7ECYPSF4,37,male,Yes,NotHispanicorLatino,White;,
A016079037TD5GXCNYBPH,63,male,Yes,NotHispanicorLatino,White;,
A2PQDK3MLDFXYM,37,female,Yes,NotHispanicorLatino,White;,
A3FKXJVH0K2E3E,26,male,Yes,NotHispanicorLatino,White;,none
AETIZKQNUSBLB,59,male,Yes,NotHispanicorLatino,White;,
A267AK93EY4TMC,60,female,Yes,NotHispanicorLatino,White;,
A37EV8RZ82WT8E,51,male,Yes,NotHispanicorLatino,White;,Ididn'tdoaswellinthesecondroundasIhadinthefirst.Ithinkitwasbecausemymemoryandfocushadbeensomewhatoverloadedbythatpointintheexperiment.
A1SK77UV16VAHF,28,female,Yes,NotHispanicorLatino,Asian;,
AIEKCWYZTS41V,63,female,Yes,NotHispanicorLatino,White;,
A21Q7FCKM86VL8,31,male,Yes,NotHispanicorLatino,BlackorAfricanAmerican;,
A2O2Q0LVWOWJ1G,48,female,Yes,NotHispanicorLatino,White;,
A2INXY39KBM92F,36,female,Yes,NotHispanicorLatino,White;,thankyou
A37EV8RZ82WT8E,30,female,Yes,HispanicorLatino,BlackorAfricanAmerican;White;,
A2PTABUVOUYAH5,39,male,Yes,HispanicorLatino,White;,
A21Q7FCKM86VL8,35,male,Yes,NotHispanicorLatino,White;,N/A.
A1YVMDRR9W1LZ1,54,male,Yes,NotHispanicorLatino,White;,
A016079037TD5GXCNYBPH,29,male,Yes,NotHispanicorLatino,White;,Thanksforlettingmeparticipate!
A2J51BI7XS5ZYU,32,male,Yes,NotHispanicorLatino,White;,Almostfine
A18G2CLYSTENK,49,male,Yes,NotHispanicorLatino,White;,
A2INXY39KBM92F,68,male,Yes,NotHispanicorLatino,White;,
A2WBGRTWOXDE6M,37,female,Yes,NotHispanicorLatino,White;,
A5P12YJP805RG,55,male,Yes,NotHispanicorLatino,White;,
A1Q56N80RJLQ7S,62,female,Yes,NotHispanicorLatino,White;,Didn'tseemtoworkwellinthefirstphase
